股票代號,股票名稱,產業別,公司名稱,英文名稱,成立時間,上市時間,資本額,目前市值,發行股數,財報編制類型,董事長,總經理,發言人,代理發言人,統一編號,總機電話,傳真電話,公司電郵,公司網址,中文地址,英文地址,主要業務,股票過戶機構,過戶機構電話,過戶機構地址,簽證會計事務所,簽證會計師,投資人關係聯絡人,投資人關係連絡電話,利害關係人專區網址,上市/上櫃,每股面值,公司債發行,特別股,盈餘分派頻率,發言人職稱,聯絡人職稱,聯絡人電子郵件,國外企業註冊地
1308,亞聚,塑膠工業,亞洲聚合股份有限公司,APC,1/25/1977,1/25/1977,58.2 億元,183.1 億元,"582,101,882 股  (含私募0股)",合併,吳亦圭,吳培基,黃克名,陳政順,20747385,(02)8751-6888,(02)2659-9553,kmhuang@tpe.usife.com.tw,http://www.apc.com.tw,高雄市林園區工業一路3號,"NO.3,INDUSTRIAL 1ST RD., LINYUAN DIST.,KAOHSIUNG, TAIWAN, 832 ROC",低密度聚乙烯及乙烯醋酸乙烯酯共聚合樹脂之生產及銷售.高密度聚乙烯及線型低密度聚乙烯之銷售.分解性塑膠原料之製造及銷售.,亞洲聚合股份有限公司股務部,(02)2650-3773,台北市內湖區內湖路一段120巷17號6樓,勤業眾信聯合會計師事務所,"黃秀椿, 邱政俊",陳政順,(02)2798-3788,www.apc.com.tw/dirCSR/frmCSR6.aspx,上市,新台幣 10 元,無,0 股,每年,業務部經理,會計部經理,nicolaschen@tpe.usife.com.tw,
1309,台達化,塑膠工業,台達化學工業股份有限公司,TTC,4/6/1960,4/6/1960,34.4 億元,153.2 億元,"344,231,038 股  (含私募0股)",合併,吳亦圭,吳培基,顏太明,林金才,11893409,(02)8751-6888,(02)2659-9504,tmyen@ttc.com.tw,http://www.ttc.com.tw,台北市內湖區基湖路37號12樓,"12th Floor, No.37, Ji-Hu Rd.,Taipei 114,Taiwan,R.O.C.","聚苯乙烯及加工品之製銷,丙烯(月青)、丁二烯、苯乙烯共聚體樹脂ABS之製銷,﹝丙烯(月青)、苯乙烯共聚合樹脂﹞SAN之製銷玻璃棉及其有關產品之製銷,塑膠原料及加工品之製銷",台達化學工業股份有限公司股務部,(02)2650-3773,台北市內湖區內湖路一段120巷17號6樓,勤業眾信聯合會計師事務所,"黃秀椿, 邱政俊",林金才,(02)8751-6888#3797,https://www.ttc.com.tw/zh-tw/dirCSR/frmCSR7.aspx,上市,新台幣 10 元,無,0 股,每年,執行副總經理,代理發言人,tonylin@tvcm.com.tw,
1310,台苯,塑膠工業,台灣苯乙烯工業股份有限公司,T.S.M.C.,11/16/1979,11/16/1979,52.8 億元,104 億元,"527,869,764 股  (含私募0股)",合併,林文淵,陳柏元,仲崇國,周子聖,20844865,02-23966007,23960755,acc@mail.smct.com.tw,www.smct.com.tw,台北市羅斯福路一段六號八樓之一,"8th-1 F1.,6,Roosevelt.Sec.1,Taiwan,Taiwan,R.O.C.",苯乙烯單體對二乙苯甲苯 乙苯,元大證券(股)公司股務代理部,02-2586-5859,台北市承德路三段210號地下一樓,安侯建業聯合會計師事務所,"吳麟, 尹元聖",仲崇國,02-23966007,http://www.smct.com.tw/opinion/opinion_home.asp,上市,新台幣 10 元,無,0 股,每年,副總經理,副總經理,chung@mail.smct.com.tw,
1312,國喬,塑膠工業,國喬石油化學股份有限公司,GPPC,9/25/1973,9/25/1973,92.7 億元,273.8 億元,"906,620,328 股  (含私募0股)",合併,楊品正,曾嘉雄,陳景福,周振銘,4212250,(02)8770-4567,(02)2545-8755,gppc@gppc.com.tw,http://www.gppc.com.tw,臺北市南京東路四段1號10樓,"10FL,No.1 SEC.4 NAN-JING E. ROADTAIPEI, TAIWAN R.O.C.",石油化工原料製造業合成樹脂及塑膠製造業國際貿易業(除許可業務外得經營法令非禁止或限制之業務),凱基證券(股)公司代理部,(02)2389-2999,台北市重慶南路一段2號5 樓,國富浩華聯合會計師事務所,"蕭英嘉, 王戊昌",陳景福,(02)8770-4567,http://www.gppc.com.tw/gppc/Investment-2.asp,上市,新台幣 10 元,無,"20,000,000 股",每年,副總經理,副總經理,gppc@gppc.com.tw,
1313,聯成,塑膠工業,聯成化學科技股份有限公司,UPC,8/14/1976,8/14/1976,133.2 億元,359.1 億元,"1,332,347,607 股  (含私募0股)",合併,苗豐強,柯衣紹,陳逸蓁,王家君,4748660,(02)26517889,(02)26515818,ir@upc.com.tw,http://www.upc.com.tw,台北市南港區南港路一段209號A棟9樓,"9F., Building A, No. 209 NanGang Rd., Sec. 1, NanGang Dist., Taipei, 115,Taiwan, R.O.C",有機酸及其衍生物塑膠增韌劑樹脂及塑膠原料,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5F,勤業眾信聯合會計師事務所,"李振銘, 林文欽",陳逸蓁,(02)26517889-6003,http://www.upc.com.tw/CSR/CSR6.htm,上市,新台幣 10 元,無,0 股,每年,經理,經理,ir@upc.com.tw,
1314,中石化,塑膠工業,中國石油化學工業開發(股)公司,CPDC,7/8/1969,7/8/1969,328.5 億元,491.1 億元,"3,284,850,130 股  (含私募0股)",合併,陳瑞隆,余建松,陳穎俊,黃國材,3084741,07-3513521,07-3513642,list1314@ms.tse.com.tw,www.cpdc.com.tw,高雄市大社區經建路1號,"No. 1 Chinchian Road, Dashe HsiangKaohsiung, Taiwan, R. O. C.",石油化學產品CPL AN 之製造及銷售,本公司股務室,02-89782589,台北市松山區東興路12號3樓,安侯建業會計師事務所,"陳眉芳, 鍾丹丹",季天蔚,02-87878461,http://www.cpdc.com.tw/chinese/csr/list.php?ID=8,上市,新台幣 10 元,無,0 股,每年,副總經理,副理,investors@cpdc.com.tw,
1315,達新,塑膠工業,達新工業股份有限公司,TAH HSIN,10/24/1966,10/24/1966,13.9 億元,102 億元,"138,600,000 股  (含私募0股)",合併,吳子聰,黃俊嘉,賴耿民,陳昕晟,51059101,04-23595511,04-23595557,thst@mail.tahhsin.com.tw,www.tahhsin.com.tw,台中市西屯區工業區35路51號,"NO.51, 35TH RD.,TAICHUNG INDUSTRIAL PARK ,TAICHUNG ,TAIWAN, R.O.C",塑膠雨衣、什加工、PP瓦楞板、成衣等製品傢俱、文具、護貝、皮件等製品醫療器材製造、批發、零售,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號5樓,國富浩華聯合會計師事務所,"張福郎, 邱桂鈴",賴耿民,04-23595511#151,www.tahhsin.com.tw,上市,新台幣 10 元,無,0 股,每半會計年度,財會主管,財會主管,kmlai@mail.tahhsin.com.tw,
1316,上曜,建材營造業,上曜建設開發股份有限公司,SUN YAD,12/11/1979,12/11/1979,18 億元,22.3 億元,"179,845,626 股  (含私募0股)",合併,張祐銘,張祐銘,郭育政,朱麗娟,73654033,(06)2988318,(06)2988311,fina@sunyad.com.tw,www.sunyad.com.tw,台南市安平區永華路二段248號20樓之6,"20F.-6, No.248, Sec. 2, Yonghua RdAnping Dist., Tainan City 708, Taiwan",住宅及大樓開發租售業務。不動產買賣業務。不動產租賃業務。,元大證券股份有限公司,(02)2586-5859,台北市大同區承德路三段210號地下一樓,安侯建業聯合會計師事務所,"許振隆, 陳惠媛",郭育政,06-2988318,www.sunyad.com.tw,上市,新台幣 10 元,有,0 股,每半會計年度,財務部協理,財務部協理,sunyad_101@yahoo.com.tw,
1319,東陽,汽車工業,東陽實業廠股份有限公司,OTN,10/30/1967,10/30/1967,59.1 億元,212 億元,"591,477,068 股  (含私募0股)",合併,吳永豐,吳永祥,許芳華,洪智慧,68326665,06-3560511,06-3566055,15469@tyg.com.tw,www.tyg.com.tw,台南市安和路二段98號,"98 AN HO ROAD.,SEC,2TAINAN,TAIWAN,R,O,C",汽機車零件製造買賣各項模具製造買賣,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號5F,安永聯合會計師事務所,"黃世杰, 洪茂益",黃和傑,06-3560511-6170,http://www.tyg.com.tw/tw/stakeholders.html,上市,新台幣 10 元,無,0 股,每年,處長,專案經理,15531@tyg.com.tw,
1321,大洋,塑膠工業,大洋塑膠工業股份有限公司,OPC,6/7/1965,6/7/1965,22.7 億元,89.3 億元,"227,228,268 股  (含私募0股)",合併,陳欽明,陳欽明,王逸鶴,邱俊福,15024509,(02)23062131,(02)23027464,andy@opc.com.tw,www.opc.com.tw,"台北市莒光路310號5,6樓","5F,310 CHUKWANG ROADTAIPEI,TAIWAN,R.O.C",塑膠原料之製造及銷售塑膠製品之製造及銷售塑膠工業附帶原料之製造及銷售,凱基證券(股)公司股務代理部,(02)23148800,台北市重慶南路一段2號5樓,安侯建業聯合會計師事務所,"陳振乾, 黃泳華",王逸鶴,23062131-612,www.opc.com.tw,上市,新台幣 10 元,無,0 股,每年,經理,經理,andy@opc.com.tw,
1323,永裕,塑膠工業,永裕塑膠工業股份有限公司,YONYU,4/2/1973,4/2/1973,9.13 億元,31.3 億元,"91,274,554 股  (含私募0股)",合併,王威程,王威程,郭錦添,蔡崇誠,68192103,06-2793711,06-7026577,kct3232@yonyu.com.tw,www.yonyu.com.tw,台南市仁德區勝利路88號,"88 SHENG LI ROAD,RENDE DISTRICT,TAINAN,TAIWANTainan ,Taiwan",各種塑膠製品製造.批發各種塑膠模具及機械零件之加工製造及買賣塑膠原料染色之加工業務,凱基證券股份有限公司,02-23892999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,"田中玉, 劉子猛",蔡崇誠,+886-6-2793711#160,http://www.yonyu.com.tw/yonyu/stakeholder.php,上市,新台幣 10 元,無,0 股,每年,副總經理,財務總監,cct0368@yonyu.com.tw,
1324,地球,塑膠工業,地球綜合工業股份有限公司,GLOBE TAPE,12/8/1964,12/8/1964,7.51 億元,8.98 億元,"75,121,882 股  (含私募0股)",合併,張德照,黃林慶,張雅琪,曾嬿妤,7147916,(02)2506-6666,(02)2507-0226,info@globetape.com.tw,http://www.globetape.com.tw,台北市中山區南京東路3段61號7樓,"7F.NO.61.SECTION 3,NANKING E ROADTAIPEI TAIWAN R.O.C.",各種黏膠帶電報紙防水紙防蝕漆防蝕膠帶等之製造加工買賣業務機械設計之製造加工按裝修護買賣及電子產品之製造加工買賣業務禮品雜貨等之買賣業務,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,安永聯合會計師事務所,"林麗凰, 劉榮進",張雅琪,(02)2506-6666,http://www.globetape.com.tw/tw/invest.html#,上市,新台幣 10 元,無,0 股,每年,財務部部長,財務部部長,doris@globetape.com.tw,
1325,恆大,塑膠工業,恒大股份有限公司,UK,10/14/1962,10/14/1962,8.53 億元,72.6 億元,"85,281,198 股  (含私募0股)",合併,黃美慧,黃美慧,周壽祿,廖淑姬,11455800,(02)25119161,(02)25374473,uk4409@ms34.hinet.net,www.uk.com.tw,台北市林森北路372號10樓,"10F, 372, LIN SHEN N. ROADTAIPEI, TAIWAN, R.O.C.",各類不織布之產銷,中國信託商業銀行代理部,(02)66365566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,"周以隆, 張淳儀",周壽祿,(02)25119161,www.uk.com.tw,上市,新台幣 10 元,無,0 股,每年,總經理室協理,總經理室協理,slchou@uk.com.tw,
1326,台化,塑膠工業,台灣化學纖維股份有限公司,FCFC,3/5/1965,3/5/1965,586.1 億元,5251.6 億元,"5,861,186,291 股  (含私募0股)",合併,王文淵,呂文進,洪福源,呂文進,58650902,(02)27122211,(02)27133229,fcfc@fcfc.com.tw,http://www.fcfc.com.tw,彰化市中山路3段359號,"2F, 201, Tung Hwa North RoadTaipei, Taiwan, R.O.C",純對苯二甲酸、聚苯乙烯、苯乙烯、鄰二甲苯、對二甲苯、苯、合成酚、丙酮、聚丙烯、二甲基甲醯胺、ABS、嫘縈棉、合成纖維紗、布、耐隆絲、耐隆絲布及其染整加工等製銷,台灣化學纖維股份有限公司股務室,(02)27189898,台北市敦化北路201號台塑大樓後棟1樓,資誠聯合會計師事務所,"周建宏, 吳漢期",劉佳儒,(02)27122211-8410,http://www.fcfc.com.tw/PRE/TW/fcfchome.asp?div=6,上市,新台幣 10 元,有,0 股,每年,副董事長,協理,u127129@fcfc.com.tw,
1337,再生-KY,塑膠工業,亞洲塑膠再生資源控股有限公司,Asia Plastic,1/8/2010,1/8/2010,26.9 億元,22.3 億元,"268,954,729 股  (含私募0股)",合併,丁金造,丁志猛,薛又瑋,丁華雄,26068617,(07)5215560,(07)5215560,markuhsueh@sansd.cn,http://asia-recycle.com,高雄市鹽埕區五福四路111號8樓,"8F., No. 111, Wufu 4th Rd.Yancheng Dist.,Kaohsiung City 803 Taiwan",以廢塑膠再生運用以產製EVA之共混發泡製品之製造及銷售,元大證券股份有限公司股務代理部,(02)2586-5859,台北市承德路三段210號地下一樓,勤業眾信聯合會計師事務所,"吳秋燕, 江佳玲",王維民,(07)552-4591,http://asia-recycle.com(設置中),上市,新台幣 10 元,有,0 股,每年,董事長特助,會計主管,weimin831@gmail.com,
1338,廣華-KY,汽車工業,廣華控股有限公司,Hiroca,12/8/2009,12/8/2009,8.38 億元,56 億元,"83,840,000 股  (含私募0股)",合併,余澤民,黃建中,黃盛昌,黃建中,26594386,0769-89278888,0769-85903818,hiroca@hirosawa.com.cn,www.hirosawa.com.cn,廣東省東莞市厚街鎮橋頭第三工業區,"3rd Industrial Zone, Qiaotou, Houjie TownDongguan City, Guangdong Province, PRC",汽車內飾件之曲面印刷、表面塗裝及射出成型等製造及銷售汽車內飾件之模具製造及銷售其他,兆豐證券股份有限公司股務代理部,02-33930898,台北市忠孝東路二段95號3樓,安侯建業聯合會計師事務所,"江忠儀, 連淑凌",黃盛昌,975727658,www.hirosawa.com.cn,上市,新台幣 10 元,無,0 股,每年,財務長,財務長,hiroca@hirosawa.com.cn,
1339,昭輝,汽車工業,昭輝實業股份有限公司,Y.C.C.,3/7/1986,3/7/1986,7.41 億元,29.7 億元,"74,138,875 股  (含私募0股)",合併,禾翰投資股份有限公司,林宜宏,劉淑梅,王淑慧,22078327,(04)7810781,(04)7813209,ycc888@yccco.com.tw,http://www.yccco.com.tw,彰化縣鹿港鎮興業路8號,"8, Xingye Rd., Lukang TownChung Hua Hsien, Taiwan ., R.O.C.",汽車零組件之製造及銷售,統一綜合證券股份有限公司,02-27463797,台北市松山區東興路八號地下一樓,資誠聯合會計師事務所,"王玉娟, 劉美蘭",劉淑梅,(04)7810781,http://www.yccco.com.tw,上市,新台幣 10 元,無,0 股,每年,副總經理,副總經理,ycc888@yccco.com.tw,
1340,勝悅-KY,塑膠工業,勝悅新材料有限公司,VICTORY,6/14/2012,6/14/2012,15.3 億元,17.2 億元,"152,922,855 股  (含私募0股)",合併,莊國清,莊國清,陳圖炎,郭燈佳,37722768,8.66E+12,8.66E+12,peter.chen@sportspowersole.com,www.vnm.com.tw,中國福建省晉江市青陽蓮嶼工業區,"Qingyang Lianyu Industrial AreaJinjiang, Fujian, China",從事高分子複合材料之研發與應用，目前主要應用於各式鞋底材料,永豐金證券公司股務代理部,(02)2381-6288,台北市中正區博愛路17號3樓,信永中和聯合會計師事務所,"陳光慧, 郭鎮宇",陳圖炎,8.66E+12,www.vnm.com.tw,上市,新台幣 10 元,無,0 股,每年,財務長,財務長,peter.chen@sportspowersole.com,
1341,富林-KY,塑膠工業,富林塑膠工業(開曼)控股(股)公司,FULIN-KY,11/30/2016,11/30/2016,4.94 億元,39.8 億元,"49,400,000 股  (含私募0股)",合併,王源林,黃政烘,黃政烘,邱文輝,82716171,(07)535-2366,(07)535-2368,joyylin@fulintw.com.tw,http://www.fulinvn.com,越南海防市陽京郡海城坊范文同路第9里程,Km9 Pham Van Dong Hai Thanh Ward Duong Kinh DistrictHai Phong Viet Nam,乳膠皮、膠布、及柔軟皮等PVC 皮革與環保PU皮革之生產銷售,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,"吳秋燕, 陳珍麗",許乃仁,75352366,0,上市,新台幣 10 元,無,0 股,每年,總經理,協理,joyylin@fulintw.com.tw,
1342,八貫,其他業,八貫企業股份有限公司,CCI Yilan,6/17/1982,6/17/1982,6.78 億元,38.1 億元,"67,845,363 股  (含私募0股)",個別,劉宗熹,劉宗熹,李宏毅,施麗芬,12386676,03-9109568,03-9903297,investor@cathayconsolidated.com,http://www.cathayconsolidated.com,宜蘭縣冬山鄉德興四路6號,"No.6, Dexing 4th Rd., Dongshan TownshipYilan County 26950, Taiwan (R.O.C)",高端醫療、救生、航太及戶外用機能性布料及成品,富邦綜合證券(股)公司股務代理部,(02)2361-1300,台北市中正區許昌街17號2樓,安永聯合會計師事務所,"黃建澤, 傅文芳",李宏毅,03-9109568,http://www.cathayconsolidated.com,上市,新台幣 10 元,無,0 股,每年,副總經理,副總經理,investor@cathayconsolidated.com,
1402,遠東新,紡織纖維,遠東新世紀股份有限公司,FENC,1/13/1954,1/13/1954,535.3 億元,1696.9 億元,"5,352,875,227 股  (含私募0股)",合併,徐旭東,"吳高山,曾裕賢,鄭澄宇",鄭澄宇,王健誠,3522600,02-27338000,02-27367184,csostaff@metro.feg.com.tw,www.fenc.com,台北市大安區敦化南路二段207號36樓,"36F,Taipei Metro Tower No.207,Tun Hwa South Road,Sec.2Taipei,Taiwan,R.O.C.",石化纖維原料、半成品及製成品。纖維紗(布)、混紡紗(布)、假撚絲、棉布、被單。紡織成衣、針織成衣。,亞東證券股份有限公司,02-7753-1699,新北市板橋區新站路16號13樓,勤業眾信聯合會計師事務所,"邵志明, 郭政弘",汪承雯,02-27338000轉8537,http://contact.fenc.com/contact_info.aspx?lang=zh&,上市,新台幣 10 元,有,0 股,每年,行政總部總經理,協理,ir@fenc.com,
1409,新纖,紡織纖維,新光合成纖維股份有限公司,SSFC,4/25/1967,4/25/1967,161.8 億元,366.6 億元,"1,618,409,291 股  (含私募0股)",合併,吳東昇,羅時銓,文承嘉,何浩寧,7435515,2507-1251,25072264,wen@shinkong.com.tw,www.shinkong.com.tw,台北市中山區南京東路二段123號8、12樓,"8TH.12TH FL., NO.123, SEC. 2 NANKING E. ROADTAIPEI, TAIWAN, R.O.C.",各種合成纖維及各種合成纖維假撚絲之製造及銷售。各種工程用塑膠及其加工品之製造及銷售。各種合成薄膜、膠片及有關合成薄膜原料及加工品之製造及銷售。,新光證券(股)公司股務代理部,02-23118787,台北市中正區重慶南路一段66之1號11樓,勤業眾信聯合會計師事務所,"陳文香, 徐文亞",文承嘉,25071251~7316,www.shinkong.com.tw,上市,新台幣 10 元,無,0 股,每年,協理,協理,wen@shinkong.com.tw,
1410,南染,紡織纖維,南洋染整股份有限公司,NYDF,12/22/1964,12/22/1964,6.3 億元,22.3 億元,"63,000,000 股  (含私募0股)",合併,何 鈞,何 鈞,張愛玉,孟家立,35286207,02-25940361,02-25919227,nydyeing@ms19.hinet.net,www.nydf.com.tw,桃園市蘆竹區南山路三段二三三號,"No.233, Sec. 3, Nanshan Rd.,Luzhu Dist., Taoyuan City 338, Taiwan","絲棉毛合成化學纖維織品之印染及樹脂加工定型整理業務前各項有關產品及原材料之買賣,進出口布匹業務工業廠房開發租售,廠房出租,倉庫出租,辦公大樓出租業",中國信託商銀代理部,02-66365566,台北市100重慶南路一段83號5樓,安侯建業聯合會計師事務所,"余聖河, 黃泳華",張愛玉,02-25940361,www.nydf.com.tw/nydf/chinese/01-profile/index.htm,上市,新台幣 10 元,無,0 股,每年,發言人,發言人,nydyeing@ms19.hinet.net,
1413,宏洲,紡織纖維,宏洲纖維工業股份有限公司,H.C.,7/30/1968,7/30/1968,13.2 億元,17.2 億元,"132,112,454 股  (含私募30,000,000股)",個別,詹正田,林金鈴,張恆嘉,林勝欽,7220710,2657-5859,8797-7888,wallace@hungchou.com.tw,http://www.hungchou.com.tw/,台北市內湖區瑞光路607號7樓,"7F., No.607, Ruiguang Rd., Neihu Dist., Taipei City 114, Taiwan (R.O.C.)TAIPEI TAIWAN",合成化學纖維之製造及加工買賣業務塑膠抽絲品之製造及加工買賣業務,福邦證券股份有限公司股務代理部,02-23711658,台北市忠孝西路一段6號6樓,安侯建業聯合會計師事務所,"張淑瑩, 池世欽",張恆嘉,02-26575859,http://www.hungchou.com.tw/,上市,新台幣 10 元,無,0 股,每半會計年度,董事,董事,albert@yijinn.com.tw,
1414,東和,紡織纖維,東和紡織股份有限公司,TUNG HO,9/11/1959,9/11/1959,22 億元,44.9 億元,"220,000,000 股  (含私募0股)",個別,蔡淑櫻,張嘉亨,張嘉亨,郭彥良,73141105,(02)27001840,(02)27060967,admsect@tungho.com.tw,www.tungho.com.tw,台北市仁愛路四段376號13樓,"13TH FLOOR NO376,SEC 4 JEN AI ROADTAIPEI,TAIWAN,R.O.C",天然纖維紡織及其加工業務。,中國信託商業銀行代理部,(02)66365566,台北市重慶南路一段83號6樓,勤業眾信聯合會計師事務所,"鄭欽宗, 趙永祥",郭彥良,(02)27001840,http://www.tungho.com.tw/index.php?option=module&l,上市,新台幣 10 元,無,0 股,每年,總經理,副理,david@tungho.com.tw,
